GISJOIN,totalPopulation,freeAfAmPopulation,slavePopulation,totalAfAmPopulation,state,county,year,totalDensity,totalAsiaPopulation,totalIndianPopulation,totalWhitePopulation,area,totalAfAmPercentage,totalWhitePercentage,totalIndianPercentage,totalAsianPopulation,totalAsianPercentage
G3800270,1377,,,6,North Dakota,Eddy,1890,2.14,0,0,1371,1668504320.01,,,,,
G3800290,1971,,,5,North Dakota,Emmons,1890,1.27,0,14,1952,4026623149.1,,,,,
G3800295,72,,,0,North Dakota,Flannery,1890,0.04,0,0,72,4818853119.23,,,,,
G3800310,1210,,,0,North Dakota,Foster,1890,1.87,0,0,1210,1674953618.5,,,,,
G3800315,33,,,0,North Dakota,Garfield,1890,0.04,0,0,33,2375157505.85,,,,,
G3800350,18357,,,21,North Dakota,Grand Forks,1890,12.75,9,21,18306,3729062714.55,,,,,
G3800390,2817,,,4,North Dakota,Griggs,1890,3.93,0,0,2813,1854822998.11,,,,,
G3800411,81,,,0,North Dakota,Hettinger (old),1890,0.04,0,0,81,5510505339.52,,,,,
G3800430,1211,,,0,North Dakota,Kidder,1890,0.84,0,0,1211,3711924271.13,,,,,
G3800450,3187,,,0,North Dakota,La Moure,1890,2.77,0,0,3187,2980518611.47,,,,,
G3800470,597,,,0,North Dakota,Logan,1890,0.59,0,0,597,2618607663.1,,,,,
G3800490,1584,,,0,North Dakota,McHenry,1890,1.07,0,2,1582,3830734473.11,,,,,
G3800510,3248,,,0,North Dakota,McIntosh,1890,3.26,0,0,3248,2577080798.31,,,,,
G3800531,3,,,0,North Dakota,McKenzie (old),1890,0,0,0,3,2734983512.55,,,,,
G3800550,860,,,0,North Dakota,McLean,1890,1.23,0,0,860,1804266300.96,,,,,
G3800570,428,,,0,North Dakota,Mercer,1890,0.54,0,0,428,2047546242.01,,,,,
G3800590,4728,,,15,North Dakota,Morton,1890,1.31,2,3,4708,9352783944.4,,,,,
G3800611,122,,,0,North Dakota,Mountrail (old),1890,0.04,0,0,122,7516382033.88,,,,,
G3800630,4293,,,4,North Dakota,Nelson,1890,4.26,0,1,4288,2612569047.13,,,,,
G3800650,464,,,0,North Dakota,Oliver,1890,0.63,0,0,464,1893743436.56,,,,,
G3800670,14334,,,98,North Dakota,Pembina,1890,12.78,0,20,14216,2905223978.43,,,,,
G3800690,905,,,0,North Dakota,Pierce,1890,0.9,0,0,905,2616280727.25,,,,,
G3800710,4418,,,6,North Dakota,Ramsey,1890,4.37,1,1,4410,2620747312.77,,,,,
G3800730,5393,,,16,North Dakota,Ransom,1890,6.24,0,0,5377,2238042276.12,,,,,
G3800751,99,,,0,North Dakota,Renville (old),1890,0.08,0,0,99,3395268823.44,,,,,
G3800770,10751,,,7,North Dakota,Richland,1890,7.44,1,0,10743,3744368681.79,,,,,
G3800790,2427,,,3,North Dakota,Rolette,1890,2.58,0,0,2424,2432804373.73,,,,,
G3800810,5076,,,0,North Dakota,Sargent,1890,5.85,1,0,5075,2245710725.82,,,,,
G3800831,5,,,0,North Dakota,Sheridan (old),1890,0.01,0,0,5,2321088365.36,,,,,
G3800890,2304,,,2,North Dakota,Stark,1890,1.74,4,0,2298,3438685495.86,,,,,
G3800910,3777,,,0,North Dakota,Steele,1890,5.28,0,0,3777,1853076321,,,,,
G3800915,16,,,0,North Dakota,Stevens,1890,0.02,0,1,15,2698875964.91,,,,,
G3800930,5266,,,3,North Dakota,Stutsman,1890,2.29,0,0,5263,5952340032.54,,,,,
G3800950,1450,,,1,North Dakota,Towner,1890,1.39,0,0,1449,2697561503.35,,,,,
G3800970,10217,,,1,North Dakota,Traill,1890,11.85,2,0,10214,2233905378.65,,,,,
G3800975,24,,,0,North Dakota,Wallace,1890,0.02,0,8,16,3726432694.01,,,,,
G3800990,16587,,,7,North Dakota,Walsh,1890,12.82,0,0,16580,3351640759.02,,,,,
G3801010,1681,,,0,North Dakota,Ward,1890,1.11,0,0,1680,3925324753.92,,,,,
G3801030,1212,,,0,North Dakota,Wells,1890,0.94,0,0,1212,3342625472.86,,,,,
G3801051,109,,,0,North Dakota,Williams,1890,0.09,0,1,108,3292276394.79,,,,,
G3809975,511,,,1,North Dakota,Unorganized Territory,1890,0.45,3,2,505,2922254090.59,,,,,
G3900010,26093,,,406,Ohio,Adams,1890,44.54,0,0,25687,1517177965.15,,,,,
G3900030,40644,,,589,Ohio,Allen,1890,99.89,4,2,40049,1053814305.81,,,,,
G3900050,22223,,,21,Ohio,Ashland,1890,52.06,0,0,22202,1105521563.9,,,,,
G3900070,43655,,,287,Ohio,Ashtabula,1890,61.51,3,0,43365,1838284320.15,,,,,
G3900090,35194,,,1233,Ohio,Athens,1890,69.21,2,1,33958,1317105093.93,,,,,
G3900110,28100,,,46,Ohio,Auglaize,1890,69.95,0,0,28054,1040444338.66,,,,,
G3900130,57413,,,1932,Ohio,Belmont,1890,106.05,3,1,55477,1402187237.62,,,,,
G3900150,29899,,,1935,Ohio,Brown,1890,60.38,0,1,27963,1282605208.05,,,,,
G3900170,48597,,,1113,Ohio,Butler,1890,103.35,3,5,47476,1217812873.85,,,,,
G3900190,17566,,,74,Ohio,Carroll,1890,44.02,0,0,17492,1033420238.2,,,,,
G3900210,26980,,,1511,Ohio,Champaign,1890,62.79,2,0,25467,1112930233.9,,,,,
G3900230,52277,,,4640,Ohio,Clark,1890,129.46,3,2,47632,1045823430.71,,,,,
G3900250,33553,,,1510,Ohio,Clermont,1890,73.31,0,0,32043,1185363103.34,,,,,
G3900270,24240,,,1296,Ohio,Clinton,1890,58.79,0,1,22943,1067812424.94,,,,,
G3900290,59029,,,662,Ohio,Columbiana,1890,110.3,9,0,58357,1386112708.75,,,,,
G3900310,26703,,,81,Ohio,Coshocton,1890,47.05,1,0,26621,1470008136.82,,,,,
G3900330,31927,,,77,Ohio,Crawford,1890,79.26,0,0,31850,1043320847.3,,,,,
G3900350,309970,,,3146,Ohio,Cuyahoga,1890,674.71,36,5,306777,1189863632.53,,,,,
G3900370,42961,,,492,Ohio,Darke,1890,71.57,0,0,42469,1554733018.98,,,,,
G3900390,25769,,,107,Ohio,Defiance,1890,62.22,0,0,25662,1072729775.2,,,,,
G3900410,27189,,,618,Ohio,Delaware,1890,59.63,0,0,26568,1180966317.43,,,,,
G3900430,35462,,,429,Ohio,Erie,1890,138.21,1,2,35030,664532327.322,,,,,
G3900450,33939,,,393,Ohio,Fairfield,1890,66.73,1,0,33545,1317257402.83,,,,,
G3900470,22309,,,1680,Ohio,Fayette,1890,54.8,1,0,20628,1054325618.25,,,,,
G3900490,124087,,,6445,Ohio,Franklin,1890,228.38,6,14,117620,1407204726.07,,,,,
G3900510,22023,,,23,Ohio,Fulton,1890,54.07,1,0,21999,1054951868.21,,,,,
G3900530,27005,,,2388,Ohio,Gallia,1890,57.32,1,3,24613,1220234999.58,,,,,
G3900550,13489,,,10,Ohio,Geauga,1890,33.04,0,0,13479,1057450796.59,,,,,
G3900570,29820,,,4060,Ohio,Greene,1890,71.65,3,7,25750,1077986175.16,,,,,
G3900590,28645,,,496,Ohio,Guernsey,1890,54.22,2,0,28146,1368268729.59,,,,,
G3900610,374573,,,14757,Ohio,Hamilton,1890,907.43,24,14,359777,1069105643.09,,,,,
G3900630,42563,,,356,Ohio,Hancock,1890,79.77,3,0,42201,1381999405.4,,,,,
G3900650,28939,,,609,Ohio,Hardin,1890,61.5,1,6,28323,1218676986.2,,,,,
G3900670,20830,,,897,Ohio,Harrison,1890,50.71,1,0,19932,1063937901.5,,,,,
G3900690,25080,,,38,Ohio,Henry,1890,59.72,1,0,25041,1087729737.52,,,,,
G3900710,29048,,,1491,Ohio,Highland,1890,52.07,1,22,27534,1444798245.34,,,,,
G3900730,22658,,,133,Ohio,Hocking,1890,53.49,1,0,22524,1097116734.57,,,,,
G3900750,21139,,,6,Ohio,Holmes,1890,49.85,0,0,21133,1098202255.19,,,,,
G3900770,31949,,,186,Ohio,Huron,1890,64.61,1,1,31760,1280782000.71,,,,,
G3900790,28408,,,738,Ohio,Jackson,1890,67.4,0,1,27669,1091677710.16,,,,,
G3900810,39415,,,1184,Ohio,Jefferson,1890,95.93,2,1,38228,1064154943.56,,,,,
G3900830,27600,,,307,Ohio,Knox,1890,52.12,2,0,27291,1371479176.61,,,,,
G3900850,18235,,,219,Ohio,Lake,1890,78.7,3,0,18013,600136289.224,,,,,
G3900870,39556,,,1758,Ohio,Lawrence,1890,86.5,2,0,37795,1184341280.94,,,,,
G3900890,43279,,,457,Ohio,Licking,1890,62.87,2,0,42820,1782893869.46,,,,,
G3900910,27386,,,996,Ohio,Logan,1890,58.67,0,0,26390,1208942050.66,,,,,
G3900930,40295,,,1133,Ohio,Lorain,1890,81.46,9,8,39145,1281184983.51,,,,,
G3900950,102296,,,1170,Ohio,Lucas,1890,294.79,8,3,101115,898763533.007,,,,,
G3900970,20057,,,947,Ohio,Madison,1890,43.05,1,2,19107,1206780847.12,,,,,
G3900990,55979,,,755,Ohio,Mahoning,1890,132.22,1,0,55223,1096551850.27,,,,,
G3901010,24727,,,260,Ohio,Marion,1890,61.18,2,4,24461,1046728542.23,,,,,
G3901030,21742,,,130,Ohio,Medina,1890,51.39,0,0,21611,1095854397.53,,,,,
G3901050,29813,,,1405,Ohio,Meigs,1890,68.95,0,0,28408,1119849794.82,,,,,
G3901070,27220,,,217,Ohio,Mercer,1890,57.51,1,2,27000,1225821348.41,,,,,
G3901090,39754,,,1177,Ohio,Miami,1890,97.15,1,1,38575,1059872108.43,,,,,
G3901110,25175,,,102,Ohio,Monroe,1890,55.03,0,0,25073,1184810186.61,,,,,
G3901130,100852,,,2478,Ohio,Montgomery,1890,217.19,1,9,98364,1202646546.57,,,,,
G3901150,19143,,,160,Ohio,Morgan,1890,45.38,0,0,18983,1092607747.74,,,,,
G3901170,18120,,,115,Ohio,Morrow,1890,44.48,0,0,18005,1055044648.32,,,,,
G3901190,51210,,,1211,Ohio,Muskingum,1890,76.14,2,6,49991,1742000995.16,,,,,
G3901210,20753,,,37,Ohio,Noble,1890,51.29,0,0,20716,1047869725.1,,,,,
G3901230,21974,,,47,Ohio,Ottawa,1890,82.27,0,1,21926,691781701.512,,,,,
G3901250,25932,,,867,Ohio,Paulding,1890,61.91,0,18,25047,1084936208.44,,,,,
G3901270,31151,,,565,Ohio,Perry,1890,75.5,0,0,30586,1068609611.8,,,,,
G3901290,26959,,,1009,Ohio,Pickaway,1890,53.2,0,2,25948,1312578383.67,,,,,
G3901310,17482,,,823,Ohio,Pike,1890,39.38,0,0,16659,1149803834.67,,,,,
G3901330,27868,,,174,Ohio,Portage,1890,54.96,2,1,27691,1313393857.9,,,,,
G3901350,23421,,,394,Ohio,Preble,1890,54.94,0,3,23024,1104177482.42,,,,,
G3901370,30188,,,62,Ohio,Putnam,1890,62.34,0,1,30125,1254139832.83,,,,,
G3901390,38072,,,128,Ohio,Richland,1890,76.09,0,0,37944,1295837668.38,,,,,
G3901410,39454,,,2892,Ohio,Ross,1890,56.94,2,0,36560,1794758256.89,,,,,
G3901430,30617,,,198,Ohio,Sandusky,1890,74.25,4,0,30415,1067977207.95,,,,,
G3901450,35377,,,1088,Ohio,Scioto,1890,57.42,0,0,34289,1595622714.09,,,,,
G3901470,40869,,,193,Ohio,Seneca,1890,73.99,1,0,40675,1430619546.32,,,,,
G3901490,24707,,,456,Ohio,Shelby,1890,60.11,0,1,24250,1064578234.49,,,,,
G3901510,84170,,,338,Ohio,Stark,1890,144.89,5,0,83827,1504545264.08,,,,,
G3901530,54089,,,551,Ohio,Summit,1890,128.76,1,1,53535,1087953131.15,,,,,
G3901550,42373,,,195,Ohio,Trumbull,1890,66.76,2,0,42176,1643904262.6,,,,,
G3901570,46618,,,207,Ohio,Tuscarawas,1890,81.57,3,0,46408,1480132477.64,,,,,
G3901590,22860,,,442,Ohio,Union,1890,52.31,0,5,22413,1131759297.62,,,,,
G3901610,29671,,,447,Ohio,Van Wert,1890,72.28,1,9,29214,1063150684.41,,,,,
G3901630,16045,,,203,Ohio,Vinton,1890,38.67,0,0,15842,1074738951.99,,,,,
G3901650,25468,,,926,Ohio,Warren,1890,62.55,1,6,24535,1054485363.74,,,,,
G3901670,42380,,,1412,Ohio,Washington,1890,66.2,2,18,40947,1657974962.45,,,,,
G3901690,39005,,,63,Ohio,Wayne,1890,70.11,2,0,38940,1440838439.51,,,,,
G3901710,24897,,,35,Ohio,Williams,1890,58.85,0,0,24862,1095695047.02,,,,,
G3901730,44392,,,187,Ohio,Wood,1890,71.54,4,2,44199,1607188649.99,,,,,
G3901750,21722,,,82,Ohio,Wyandot,1890,53.29,1,1,21638,1055732444.16,,,,,
G4600030,5045,,,0,South Dakota,Aurora,1890,7.08,0,0,5045,1845424835.92,,,,,
G4600050,9586,,,17,South Dakota,Beadle,1890,7.58,1,0,9568,3275832211.68,,,,,
G4600090,9057,,,2,South Dakota,Bon Homme,1890,15.58,0,1,9054,1505594430.83,,,,,
G4600095,0,,,0,South Dakota,Boreman,1890,0,0,0,,3167335537.96,,,,,
G4600110,10132,,,12,South Dakota,Brookings,1890,12.59,1,0,10119,2084298528.07,,,,,
G4600130,16855,,,8,South Dakota,Brown,1890,9.74,8,1,16838,4483719995.51,,,,,
G4600150,6737,,,1,South Dakota,Brule,1890,7.96,0,0,6736,2192381216.48,,,,,
G4600170,993,,,0,South Dakota,Buffalo,1890,2.04,0,0,993,1262427069.25,,,,,
G4600190,1037,,,0,South Dakota,Butte,1890,0.45,0,0,1037,5955805784.24,,,,,
G4600210,3510,,,0,South Dakota,Campbell,1890,4.55,0,0,3510,1997720569.77,,,,,
G4600230,4178,,,0,South Dakota,Charles Mix,1890,3.63,0,28,4150,2978922432.2,,,,,
G4600235,8,,,0,South Dakota,Choteau,1890,0.01,0,0,8,2062923538.16,,,,,
G4600250,6728,,,6,South Dakota,Clark,1890,6.95,0,0,6722,2506523020.29,,,,,
G4600270,7509,,,0,South Dakota,Clay,1890,18.02,0,1,7508,1079233762.72,,,,,
G4600290,7037,,,9,South Dakota,Codington,1890,9.81,0,0,7028,1857194158.81,,,,,
G4600330,4891,,,22,South Dakota,Custer,1890,3.14,2,0,4867,4038090445.81,,,,,
G4600350,5449,,,11,South Dakota,Davison,1890,12.48,0,0,5438,1131237529.84,,,,,
G4600370,9168,,,21,South Dakota,Day,1890,8.4,0,5,9142,2826176636.87,,,,,
G4600375,40,,,0,South Dakota,Delano,1890,0.04,0,0,40,2722311174.03,,,,,
G4600390,4574,,,0,South Dakota,Deuel,1890,7.18,0,0,4574,1649071615.37,,,,,
G4600410,0,,,0,South Dakota,Dewey,1890,0,0,0,,5501875558.35,,,,,
G4600430,4600,,,1,South Dakota,Douglas,1890,10.6,0,0,4599,1124387293.65,,,,,
G4600450,4399,,,0,South Dakota,Edmunds,1890,3.82,0,0,4399,2981448696.77,,,,,
G4600455,16,,,0,South Dakota,Ewing,1890,0.02,0,0,16,2505010204.52,,,,,
G4600470,4478,,,35,South Dakota,Fall River,1890,2.56,0,0,4443,4530235984.48,,,,,
G4600490,4062,,,0,South Dakota,Faulk,1890,4.04,0,0,4062,2604690932.89,,,,,
G4600510,6814,,,1,South Dakota,Grant,1890,9.91,1,0,6812,1781659969.41,,,,,
G4600530,295,,,0,South Dakota,Gregory,1890,0.29,0,109,186,2609793666.9,,,,,
G4600570,4625,,,1,South Dakota,Hamlin,1890,8.6,0,0,4624,1393293149.76,,,,,
G4600590,6546,,,0,South Dakota,Hand,1890,4.55,0,0,6546,3730089659.42,,,,,
G4600610,4267,,,0,South Dakota,Hanson,1890,9.8,0,0,4267,1128270217.39,,,,,
G4600631,167,,,0,South Dakota,Harding (old),1890,0.11,0,0,167,3807931823.57,,,,,
G4600650,5044,,,11,South Dakota,Hughes,1890,6.3,7,13,5013,2072738856.95,,,,,
G4600670,10469,,,0,South Dakota,Hutchinson,1890,12.86,0,1,10468,2109197640.3,,,,,
G4600690,1860,,,0,South Dakota,Hyde,1890,2.15,0,1,1859,2244423368.81,,,,,
G4600711,30,,,0,South Dakota,Jackson (old),1890,0.02,0,0,30,3123275877.43,,,,,
G4600730,3605,,,0,South Dakota,Jerauld,1890,6.77,0,0,3605,1379478399.3,,,,,
G4600770,8562,,,13,South Dakota,Kingsbury,1890,9.91,0,0,8549,2236864247.71,,,,,
G4600790,7508,,,1,South Dakota,Lake,1890,13.06,0,0,7507,1489364876.39,,,,,
G4600810,11673,,,63,South Dakota,Lawrence,1890,14.59,152,2,11456,2072771980.9,,,,,
G4600830,9143,,,4,South Dakota,Lincoln,1890,15.8,0,0,9139,1498526278.82,,,,,
G4600835,0,,,0,South Dakota,Lugenbeel,1890,0,0,0,,2750154826.08,,,,,
G4600850,233,,,0,South Dakota,Lyman,1890,0.41,0,2,231,1459558778.21,,,,,
G4600870,6448,,,0,South Dakota,McCook,1890,11.17,0,0,6448,1494810379.86,,,,,
G4600890,5940,,,1,South Dakota,McPherson,1890,5.16,0,0,5939,2983204306.13,,,,,
G4600910,4544,,,7,South Dakota,Marshall,1890,5.13,0,0,4537,2293743372.69,,,,,
G4600915,7,,,0,South Dakota,Martin,1890,0.01,0,0,7,2043340956.12,,,,,
G4600930,4640,,,40,South Dakota,Meade,1890,3.42,4,0,4596,3512279982.27,,,,,
G4600955,0,,,0,South Dakota,Meyer,1890,0,0,0,,4131222612.72,,,,,
G4600970,5165,,,4,South Dakota,Miner,1890,9.03,0,0,5161,1481426167.22,,,,,
G4600990,21879,,,56,South Dakota,Minnehaha,1890,26.89,2,4,21817,2107406182.42,,,,,
G4601010,5941,,,0,South Dakota,Moody,1890,11.4,0,147,5794,1349621890.36,,,,,
G4601015,149,,,0,South Dakota,Nowlin,1890,0.13,0,8,141,3050724245.81,,,,,
G4601030,6540,,,116,South Dakota,Pennington,1890,4.3,14,0,6410,3943635898.68,,,,,
G4601070,2910,,,0,South Dakota,Potter,1890,3.24,1,0,2909,2326877071.72,,,,,
G4601073,23,,,0,South Dakota,Pratt,1890,0.02,0,0,23,2833500690.74,,,,,
G4601075,181,,,0,South Dakota,Presho,1890,0.15,0,0,181,3176374531.15,,,,,
G4601077,34,,,0,South Dakota,Pyatt,1890,0.02,0,11,23,4078839572.05,,,,,
G4601079,0,,,0,South Dakota,Rinehart,1890,0,0,0,,2062273069.34,,,,,
G4601090,1997,,,0,South Dakota,Roberts,1890,1.76,0,0,1997,2940506641.58,,,,,
G4601110,4610,,,3,South Dakota,Sanborn,1890,8.08,0,0,4607,1476819748.79,,,,,
G4601113,0,,,0,South Dakota,Schnasse,1890,0,0,0,,4104899303.62,,,,,
G4601117,32,,,0,South Dakota,Scobey,1890,0.03,0,0,32,2598288422.7,,,,,
G4601130,0,,,0,South Dakota,Shannon,1890,0,0,0,,2741724399.28,,,,,
G4601150,10581,,,2,South Dakota,Spink,1890,7.01,0,0,10579,3910968314.1,,,,,
G4601170,1028,,,1,South Dakota,Stanley,1890,0.92,0,392,635,2898854438.76,,,,,
G4601175,96,,,0,South Dakota,Sterling,1890,0.08,0,52,44,3065633554.83,,,,,
G4601190,2412,,,7,South Dakota,Sully,1890,2.25,0,0,2405,2772160105.91,,,,,
G4601215,188,,,2,South Dakota,Todd,1890,4.11,1,0,185,118586707.868,,,,,
G4601230,0,,,0,South Dakota,Tripp,1890,0,0,0,,4652068793.07,,,,,
G4601250,10256,,,0,South Dakota,Turner,1890,16.61,0,0,10256,1599177314.04,,,,,
G4601265,0,,,0,South Dakota,Unorganized Territory,1890,0,0,0,,783652453.253,,,,,
G4601270,9130,,,1,South Dakota,Union,1890,19.55,0,0,9129,1209716097.31,,,,,
G4601277,0,,,0,South Dakota,Wagner,1890,0,0,0,,2040455282.51,,,,,
G4601290,2153,,,0,South Dakota,Walworth,1890,2.89,0,0,2153,1927480513.38,,,,,
G4601310,0,,,0,South Dakota,Washabaugh,1890,0,0,0,,3133878485.93,,,,,
G4601330,40,,,0,South Dakota,Washington,1890,0.03,0,0,40,3996012430.16,,,,,
G4601350,10444,,,62,South Dakota,Yankton,1890,19.61,1,3,10378,1379453268.71,,,,,
G4601375,510,,,0,South Dakota,Ziebach (old),1890,0.48,0,1,509,2751117468.72,,,,,
G5500010,6889,,,6,Wisconsin,Adams,1890,10.01,0,60,6823,1783222617.11,,,,,
G5500030,20063,,,14,Wisconsin,Ashland,1890,11.66,14,18,20017,4455551971.44,,,,,
G5500050,15416,,,11,Wisconsin,Barron,1890,17.32,1,40,15364,2305106414.3,,,,,
G5500070,7390,,,4,Wisconsin,Bayfield,1890,4.89,1,304,7081,3913689243.54,,,,,
G5500090,39164,,,148,Wisconsin,Brown,1890,73.38,3,732,38281,1382351207.05,,,,,
G5500110,15997,,,0,Wisconsin,Buffalo,1890,22.54,0,0,15997,1837786170.14,,,,,
G5500130,4393,,,0,Wisconsin,Burnett,1890,4.99,0,81,4312,2280137684.6,,,,,
G5500150,16639,,,169,Wisconsin,Calumet,1890,41.91,0,165,16305,1028280595.39,,,,,
G5500170,25143,,,34,Wisconsin,Chippewa,1890,12.75,6,134,24969,5107936636.38,,,,,
G5500190,17708,,,3,Wisconsin,Clark,1890,14.53,0,0,17705,3157359829.06,,,,,
G5500210,28350,,,15,Wisconsin,Columbia,1890,35.63,0,0,28335,2060843297.63,,,,,
G5500230,15987,,,17,Wisconsin,Crawford,1890,26.68,0,18,15952,1551958527.29,,,,,
G5500250,59578,,,90,Wisconsin,Dane,1890,48.11,2,6,59480,3207199187.82,,,,,
G5500270,44984,,,54,Wisconsin,Dodge,1890,49.6,3,11,44915,2349064550.62,,,,,
G5500290,15682,,,10,Wisconsin,Door,1890,32.13,0,22,15650,1264226039.61,,,,,
G5500310,13468,,,68,Wisconsin,Douglas,1890,10.1,12,183,13205,3454310018.22,,,,,
G5500330,22664,,,13,Wisconsin,Dunn,1890,26.23,1,2,22648,2237492845.88,,,,,
G5500350,30673,,,6,Wisconsin,Eau Claire,1890,47.53,8,13,30646,1671247101.09,,,,,
G5500370,2604,,,7,Wisconsin,Florence,1890,5.23,3,0,2594,1288406671.95,,,,,
G5500390,44088,,,113,Wisconsin,Fond du Lac,1890,57.57,3,12,43960,1983388376.96,,,,,
G5500410,1012,,,0,Wisconsin,Forest,1890,0.73,0,119,893,3580707988.54,,,,,
G5500430,36651,,,68,Wisconsin,Grant,1890,30.97,0,0,36583,3064721499.93,,,,,
G5500450,22732,,,32,Wisconsin,Green,1890,38.89,0,0,22700,1513995808.04,,,,,
G5500470,15163,,,6,Wisconsin,Green Lake,1890,39.86,0,0,15157,985313533.695,,,,,
G5500490,22117,,,14,Wisconsin,Iowa,1890,28.8,0,0,22103,1989298667.88,,,,,
G5500530,15797,,,10,Wisconsin,Jackson,1890,15.8,0,1,15786,2590222128.98,,,,,
G5500550,33530,,,34,Wisconsin,Jefferson,1890,57.54,0,0,33496,1509295156.07,,,,,
G5500570,17121,,,18,Wisconsin,Juneau,1890,21.29,0,44,17059,2082672513.39,,,,,
G5500590,15581,,,20,Wisconsin,Kenosha,1890,55.82,0,0,15561,723000612.834,,,,,
G5500610,16153,,,9,Wisconsin,Kewaunee,1890,46.94,0,0,16144,891197245.551,,,,,
G5500630,38801,,,66,Wisconsin,La Crosse,1890,80.85,3,0,38732,1242958612.62,,,,,
G5500650,20265,,,2,Wisconsin,Lafayette,1890,31.94,1,0,20262,1643500951.99,,,,,
G5500670,9465,,,1,Wisconsin,Langlade,1890,10.66,1,13,9450,2299548684.31,,,,,
G5500690,12008,,,7,Wisconsin,Lincoln,1890,13.24,3,5,11993,2349210852.9,,,,,
G5500710,37831,,,13,Wisconsin,Manitowoc,1890,63.52,1,0,37817,1542568789.64,,,,,
G5500730,30369,,,46,Wisconsin,Marathon,1890,19.27,0,65,30258,4082124387.11,,,,,
G5500750,20304,,,34,Wisconsin,Marinette,1890,14.2,3,128,20139,3702139634.86,,,,,
G5500770,9676,,,1,Wisconsin,Marquette,1890,20.83,0,0,9675,1202834016.7,,,,,
G5500790,236101,,,458,Wisconsin,Milwaukee,1890,972.75,14,8,235621,628632149.851,,,,,
G5500810,23211,,,45,Wisconsin,Monroe,1890,25.55,2,25,23139,2352424928.34,,,,,
G5500830,15009,,,12,Wisconsin,Oconto,1890,13.31,2,48,14947,2919649715.14,,,,,
G5500850,5010,,,26,Wisconsin,Oneida,1890,2.44,3,29,4952,5319756611.26,,,,,
G5500870,38690,,,23,Wisconsin,Outagamie,1890,60.04,5,943,37719,1669021099.57,,,,,
G5500890,14943,,,5,Wisconsin,Ozaukee,1890,63.79,0,0,14938,606665175.808,,,,,
G5500910,6932,,,0,Wisconsin,Pepin,1890,27.88,0,0,6932,644076026.341,,,,,
G5500930,20385,,,19,Wisconsin,Pierce,1890,34.46,1,1,20364,1532175556.95,,,,,
G5500950,12968,,,7,Wisconsin,Polk,1890,13.56,0,114,12842,2476712202.35,,,,,
G5500970,24798,,,8,Wisconsin,Portage,1890,30.14,3,0,24787,2130914539.18,,,,,
G5500990,5258,,,2,Wisconsin,Price,1890,4.11,0,0,5256,3311038838.57,,,,,
G5501010,36268,,,111,Wisconsin,Racine,1890,106.62,0,0,36157,881009149.58,,,,,
G5501030,19121,,,18,Wisconsin,Richland,1890,32.44,0,0,19103,1526476402.91,,,,,
G5501050,43220,,,135,Wisconsin,Rock,1890,59.52,3,1,43080,1880823890.24,,,,,
G5501090,23139,,,4,Wisconsin,St Croix,1890,31.45,0,0,23135,1905704920.49,,,,,
G5501110,30575,,,33,Wisconsin,Sauk,1890,36.04,0,0,30542,2197387636.43,,,,,
G5501130,1977,,,0,Wisconsin,Sawyer,1890,1.46,0,7,1970,3497238678.42,,,,,
G5501150,19236,,,4,Wisconsin,Shawano,1890,16.51,0,390,18842,3017710871.98,,,,,
G5501170,42489,,,8,Wisconsin,Sheboygan,1890,82.08,0,0,42481,1340637542.71,,,,,
G5501190,6731,,,37,Wisconsin,Taylor,1890,6.84,0,0,6694,2549792564.31,,,,,
G5501210,18920,,,0,Wisconsin,Trempealeau,1890,25.5,0,12,18908,1921707862.81,,,,,
G5501230,25111,,,83,Wisconsin,Vernon,1890,30.76,0,0,25028,2114472923.61,,,,,
G5501270,27860,,,50,Wisconsin,Walworth,1890,48.33,6,0,27804,1493125855.52,,,,,
G5501290,2926,,,0,Wisconsin,Washburn,1890,3.43,1,30,2895,2209365154.62,,,,,
G5501310,22751,,,0,Wisconsin,Washington,1890,52.2,0,0,22751,1128928354.17,,,,,
G5501330,33270,,,79,Wisconsin,Waukesha,1890,57.31,0,1,33188,1503428357.72,,,,,
G5501350,26794,,,17,Wisconsin,Waupaca,1890,35.01,0,2,26775,1982103802.17,,,,,
G5501370,13507,,,11,Wisconsin,Waushara,1890,21.19,0,2,13494,1650820867.97,,,,,
G5501390,50097,,,84,Wisconsin,Winnebago,1890,86.57,10,44,49959,1498806809.51,,,,,
G5501410,18127,,,2,Wisconsin,Wood,1890,22.39,0,2,18123,2096463806.19,,,,,
G1700010,67058,,,2312,Illinois,Adams,1900,76.97,,,64736,2256593740.22,,,,,
G1700030,19384,,,6318,Illinois,Alexander,1900,76.76,,,13063,654079734.582,,,,,
G1700050,16078,,,214,Illinois,Bond,1900,42.02,,,15863,991100829.998,,,,,
G1700070,15791,,,52,Illinois,Boone,1900,56.01,,,15734,730220268.84,,,,,
G1700090,11557,,,15,Illinois,Brown,1900,37.62,,,11542,795745673.813,,,,,
G1700110,41112,,,299,Illinois,Bureau,1900,47.08,,,40813,2261820405.54,,,,,
G1700130,8917,,,0,Illinois,Calhoun,1900,31.43,,,8917,734742928.707,,,,,
G1700150,18963,,,25,Illinois,Carroll,1900,40.71,,,18938,1206325449.58,,,,,
G1700170,17222,,,3,Illinois,Cass,1900,44.88,,,17218,993857856.719,,,,,
G1700190,47622,,,551,Illinois,Champaign,1900,47.74,,,47067,2583589151.9,,,,,
